일시,평균기온,최저기온,최고기온,일강수량(mm),최대 풍속(m/s),평균 풍속(m/s),최소 상대습도(%),평균 상대습도(%),평균 현지기압(hPa),평균 해면기압(hPa),합계 일조시간(hr),합계 일사량(MJ/m2),평균 전운량(1/10),평균 지면온도,1일전 모기 개체수,2일전 모기 개체수,3일전 모기 개체수,모기 개체수
2021-06-01,20.2,15.9,23.9,3.2,5.4,2.2,57,74.6,1003.9,1013.8,1.9,13.01,8.1,21.1,2586,1883,2337,"3,068"
2021-06-02,23.2,16.6,29.7,0,4.5,2.1,37,64.4,1002.6,1012.4,11.9,26.82,3.4,25,3068,2586,1883,"2,988"
2021-06-03,19.1,14.6,22.7,18.1,7.5,1.8,59,80.8,994.3,1004.2,0.2,5.11,9.6,20.4,2988,3068,2586,"3,264"
2021-06-04,18.5,13.3,23.6,0,6,2.9,38,69.4,991.7,1001.6,10.9,29.01,2.6,22.7,3264,2988,3068,"1,898"
2021-06-05,20.8,17,25.7,0,5.5,3.3,40,68.1,991,1000.8,8.4,23.11,3,22.2,1898,3264,2988,"2,862"
2021-06-06,23,18.4,28.2,0,3.8,2.2,48,69.6,996.7,1006.4,8.3,23.46,3.8,25,2862,1898,3264,"3,018"
2021-06-07,21.1,19.4,24,0,3.3,1.7,57,71.5,1003.8,1013.7,0.3,7.02,7.8,21.1,3018,2862,1898,"3,282"
2021-06-08,23.6,18.8,29.5,0.1,3.6,1.7,43,69.6,1005.1,1014.9,7.1,21.25,5.4,25.4,3282,3018,2862,"3,151"
2021-06-09,25.8,19.5,31.6,0,3.4,1.6,36,59.1,1004.6,1014.3,9.9,24.78,3.4,26.5,3151,3282,3018,"3,653"
2021-06-10,24.9,20.5,29.8,6.1,5.4,2.2,43,68.5,1000.8,1010.6,1.3,14.13,8.5,25.5,3653,3151,3282,"3,977"
2021-06-11,21.5,19.9,24.4,4.6,5.7,2.8,70,84.5,1000.1,1009.9,1.8,10.08,6.4,23.8,3977,3653,3151,"3,280"
2021-06-12,24.2,18.2,30.2,0,3.9,1.8,49,74.6,1001.7,1011.4,9.1,26.92,5,27.3,3280,3977,3653,"3,544"
2021-06-13,24.8,20.9,29.7,0,4.3,2,54,72.6,998.4,1008.1,10.2,26.48,3.5,27.9,3544,3280,3977,"3,550"
2021-06-14,24.8,18.9,30.2,0,4,2.1,50,68.8,995.7,1005.4,8.3,22.29,6.8,27.8,3550,3544,3280,"3,108"
2021-06-15,22.5,21.5,25.3,1.9,3.9,2.3,68,79.1,994.5,1004.3,1.6,7.61,7,23.3,3108,3550,3544,"2,896"
2021-06-16,24.3,20.3,28.9,0,5.7,3.6,46,59.9,995.5,1005.2,11.5,27.3,2.5,27.3,2896,3108,3550,"2,812"
2021-06-17,21.9,19.6,25,0,3.6,2.4,58,71.4,995.8,1005.6,0.3,9.59,9.4,23.4,2812,2896,3108,"2,473"
2021-06-18,20,19,21.4,6.3,3.8,2.5,82,92.1,991.5,1001.3,0,4.5,9.8,21.6,2473,2812,2896,"2,080"
2021-06-19,22.3,17.5,27.4,0,3.7,1.8,49,74,991.4,1001.1,10.5,26.47,4.1,26.1,2080,2473,2812,"2,317"
2021-06-20,22.9,17.6,29,0,6.8,2.8,48,73.3,990.9,1000.6,10.7,25.87,3.1,26.9,2317,2080,2473,"2,673"
2021-06-21,23.6,19.2,28.5,0,4.6,2.2,45,67,994.5,1004.2,11.1,25.72,3.3,28.1,2673,2317,2080,"2,605"
2021-06-22,22.8,19.7,28.6,0,7.8,2.1,41,67.9,998.3,1008.1,6.8,20.23,6.8,25.8,2605,2673,2317,"2,982"
2021-06-23,22.4,18.8,27.9,7.5,6,2.4,49,70.5,1000.4,1010.3,7.2,19.49,4.4,26.9,2982,2605,2673,"2,683"
2021-06-24,23,18.5,28,0,4.4,1.9,51,71.1,1001.2,1011,5.7,17.8,3,25.2,2683,2982,2605,"2,624"
2021-06-25,24.1,19.5,29.5,0,4.7,2,48,69,1000.7,1010.4,9.7,24.74,4,28,2624,2683,2982,"3,341"
2021-06-26,22.8,19.9,26.7,4.5,3.4,1.8,63,78.5,1000.5,1010.3,2.3,14.24,7.3,25,3341,2624,2683,"3,241"
2021-06-27,24.5,19.8,30.8,38.2,7.8,2,43,72.1,997.3,1007,8.1,22.48,5.4,27.8,3241,3341,2624,"3,036"
2021-06-28,23.7,21,29.2,0.1,4.1,1.9,57,76.4,995.4,1005.1,2.2,13.52,8.1,25,3036,3241,3341,"2,906"
2021-06-29,23.9,21.3,28.4,8,4.1,1.8,56,78.6,995.6,1005.3,4.2,14.1,6.5,26.4,2906,3036,3241,262
2021-07-17,29.1,24.7,32.8,0,4.2,2.3,50,63.1,1002.1,1011.7,8.9,22.58,4.8,32.4,2390,2025,780,"3,614"
2021-07-18,29.6,25.7,34.1,0,4.2,2.1,46,62.5,1001.4,1011,8.4,23.37,5.6,33.1,3614,2390,2025,"3,580"
2021-07-19,26.4,24,30.5,67.4,4.9,1.9,61,80.1,1003.4,1013.2,3.1,10.07,6.9,28,3580,3614,2390,"3,635"
2021-07-20,27.9,23.6,31.8,0,3.6,1.5,58,75.8,1004.4,1014.1,3.4,14.62,7.6,28.9,3635,3580,3614,"3,147"
2021-07-21,30.5,25.3,35.3,0,3,1.7,40,64,1002.9,1012.4,11.3,24.1,3.5,30.5,3147,3635,3580,"3,322"
2021-07-22,31.2,26.5,35.9,0,3.7,2,37,59.8,1000.9,1010.4,11.4,27.69,4,31.4,3322,3147,3635,"3,194"
2021-07-23,31.2,27.2,35.8,0,3.6,1.8,42,61.8,999.3,1008.8,12.4,26.91,2.3,32.2,3194,3322,3147,"3,052"
2021-07-24,31.7,26.9,36.5,0,4.2,1.7,37,57.4,998.2,1007.7,12.3,27.78,3,32.6,3052,3194,3322,"3,146"
2021-07-25,31.5,27.2,35.9,0,4.4,2,40,55.8,996.5,1006,13,27.63,4.9,34.2,3146,3052,3194,"3,274"
2021-07-26,31.2,27.4,35.4,0,4.3,2.4,40,54.9,994.6,1004,13.2,29.3,1.6,35.3,3274,3146,3052,"2,952"
2021-07-27,31.1,27.8,35.7,0,4.6,2.1,43,60.5,992.9,1002.3,7.3,17.22,3.9,33.3,2952,3274,3146,"2,628"
2021-07-28,30.4,27.1,34.7,0,4.9,1.9,52,67.4,992.5,1002,6.5,16.37,3.8,33.5,2628,2952,3274,"2,982"
2021-07-29,29.6,27,33.3,0,3.9,2,57,69.9,991.9,1001.4,2.2,14.86,6.8,31.3,2982,2628,2952,"2,927"
2021-07-30,30.5,25.8,35.4,0,4.1,2.1,44,63.1,990.5,999.9,7.7,21.86,6.5,33.5,2927,2982,2628,"2,925"
2021-07-31,29.8,26.8,34.3,3,4.3,2.5,52,69.9,990.6,1000.1,7.7,21.19,6.9,31.6,2925,2927,2982,"2,289"
2021-08-01,27.1,25.1,28.8,21,4.7,1.3,71,81.8,991,1000.5,0,6.56,9.8,28.3,2289,2925,2927,"2,971"
2021-08-02,26.5,25,28.6,1.7,3.4,1.6,69,82.6,993.6,1003.2,0.6,8.42,9,27.8,2971,2289,2925,"2,676"
2021-08-03,28,24.1,31.4,0,5.5,1.8,60,76.9,997.7,1007.3,4.3,13.25,6.1,29,2676,2971,2289,"2,403"
2021-08-04,28.9,26.3,33.2,0,4.3,2,51,70.6,998.8,1008.4,6.1,19.55,5.9,29.9,2403,2676,2971,"2,447"
2021-08-05,29.4,25.6,33.7,0,4.1,2.1,53,68.1,996.4,1005.9,8.9,20.51,4.6,30.7,2447,2403,2676,"2,468"
2021-08-06,28.1,26,32.2,0,8.3,2.1,57,68.4,994,1003.6,6.3,18.13,7.4,33.8,2468,2447,2403,"2,547"
2021-08-07,28,23.4,32.3,0,4,2.1,48,65,993.5,1003.1,11.3,23.48,3.3,35.3,2547,2468,2447,"2,384"
2021-08-08,26.8,24.4,32.1,12.7,4.3,1.7,57,74.8,993.4,1003,2,11.91,8.1,28.9,2384,2547,2468,"2,771"
2021-08-09,28.3,23.3,33.6,0,4.8,2.3,42,62.4,993.6,1003.1,8.6,24.73,5.6,31.7,2771,2384,2547,"2,740"
2021-08-10,27.7,24.3,32.2,0,4.4,2.3,46,62.5,997.5,1007.1,8.5,20.07,4.5,31.1,2740,2771,2384,"2,630"
2021-08-11,27.4,24.1,31.6,0,3.9,2,49,70.3,1000.1,1009.8,5.3,16.55,5.8,31.5,2630,2740,2771,"2,919"
2021-08-12,26.8,24,31.7,0,4.6,1.8,52,67.1,999.6,1009.2,4.4,14.8,5.9,29.6,2919,2630,2740,"3,015"
2021-08-13,26.6,23.4,30.1,0,3.5,2,57,70.4,996.7,1006.3,1.7,12.03,8,28.8,3015,2919,2630,"2,435"
2021-08-14,26.1,23.4,30.5,0,4.8,3,51,63.9,998.3,1007.9,4.5,15.6,6.5,29.6,2435,3015,2919,"2,645"
2021-08-15,26.9,21.7,32.4,0,3.7,2.3,41,59.6,1003.6,1013.4,10.2,23.31,1.8,30.6,2645,2435,3015,"2,521"
2021-08-16,27.3,22.5,32.8,0,3.7,2.3,39,61.1,1004,1013.7,10.4,23.19,3.8,33.6,2521,2645,2435,"2,460"
2021-08-17,25.9,21.9,31.3,9.3,4.6,2.4,46,65,1000.2,1009.9,5.8,17.49,5.5,30.6,2460,2521,2645,"2,337"
2021-08-18,24.3,20.6,31,5.6,5.4,2.8,48,69.6,1000.4,1010.2,5.8,17.87,5.3,25.1,2337,2460,2521,"2,410"
2021-08-19,26,21,31.5,0,4,2.6,42,57.1,1001.6,1011.3,8.6,20.95,4,29.1,2410,2337,2460,"2,728"
2021-08-20,26.6,22.6,30.7,0,5.1,2.3,50,63.6,1001.4,1011,5.5,17.21,6.9,28.9,2728,2410,2337,"3,201"
2021-08-21,23.8,21,25.5,62.8,6.7,2.7,76,88.1,993.1,1002.8,1,6.31,8.8,25.7,3201,2728,2410,"3,218"
2021-08-22,24.4,22.4,27,0,4.4,2.1,63,81.5,998.3,1008,0.7,8.64,8.6,24.7,3218,3201,2728,"2,982"
2021-08-23,22.4,21,24,7.4,3.3,2,78,89.3,998.7,1008.4,0,3.81,9.5,22.9,2982,3218,3201,"3,058"
2021-08-24,23.4,21.1,26.4,10.5,6.1,2.9,89,93.6,989.8,999.5,0,4.58,10,24,3058,2982,3218,"2,622"
2021-08-25,25,23.5,27.3,0.3,3.8,1.8,73,85.5,996.4,1006,0.7,8.96,8.4,26.7,2622,3058,2982,"3,006"
2021-08-26,25.5,22.9,27.9,0.7,5,2.5,75,84.9,1001.8,1011.5,0.2,8.07,8.1,25.9,3006,2622,3058,"2,829"
2021-08-27,22.4,20.4,25.5,0.9,3.2,1.3,67,83.5,1003.2,1013.1,0,3.01,9.1,23.1,2829,3006,2622,"3,349"
2021-08-28,23.6,19.7,28.2,0,3.9,1.8,57,80.4,1004.2,1014,3.8,15.44,8.4,25.1,3349,2829,3006,"2,349"
2021-08-29,23.7,21.9,26.3,0.9,3.4,1.6,65,82.6,1004,1013.8,1,9.6,8.6,24.3,2349,3349,2829,"3,179"
2021-08-30,24.2,21.2,27.7,0,2.9,1.4,57,77.5,1005.9,1015.7,1.1,12.46,8.3,25.3,3179,2349,3349,"3,546"
2021-08-31,20.5,18.1,23.1,77.4,4.9,2.3,77,93.3,1004.6,1014.5,0,2.39,9.9,21.2,3546,3179,2349,"3,821"
2021-09-01,21.4,18.5,23.9,0.8,4.7,2.9,71,83.1,999.7,1009.5,0,7.24,9.3,22.4,3821,3546,3179,"2,466"
2021-09-02,23.5,20.7,26.7,0,3.4,2.1,56,70.3,999.9,1009.7,1.4,13.24,8.3,24.4,2466,3821,3546,"3,117"
2021-09-03,24.3,20.6,29.2,0,4,2.4,38,60.3,999.8,1009.5,11.2,24.64,1.9,26.7,3117,2466,3821,"3,314"
2021-09-04,23.2,18.5,28.6,0,3.7,2.7,45,57,1005.3,1015.1,9.3,20.58,4.4,25.7,3314,3117,2466,"3,288"
2021-09-05,23.1,19.4,27.3,0,4.9,3.2,51,61.1,1008.4,1018.2,4.6,15.83,5.8,23.8,3288,3314,3117,"2,693"
2021-09-06,22.3,18,26.4,12,5.5,3.2,51,70.1,1006.1,1016,2.4,12.02,8.9,23.2,2693,3288,3314,"2,721"
2021-09-07,19.6,17.6,20.9,29.6,4.4,2.3,94,98.1,997.9,1007.8,0,1.8,10,20.4,2721,2693,3288,"2,054"
2021-09-08,22.2,19,26.9,1.6,4.2,1.7,58,81.3,1000.5,1010.3,7.1,18.18,4.5,23.7,2054,2721,2693,"1,892"
2021-09-09,23.5,19.1,29.1,0,3,1.5,47,76.5,1003.6,1013.4,8,18.9,6.5,25.5,1892,2054,2721,"2,807"
2021-09-10,23.6,19.5,28.9,0,4.3,1.9,49,76,1003.2,1013,6.4,16.96,3.9,25.6,2807,1892,2054,"2,968"
2021-09-11,24,19.9,29.4,0,5.6,1.7,49,73.1,1002.7,1012.5,8.7,19.54,2,25.8,2968,2807,1892,"3,221"
2021-09-12,24.2,19.2,29.8,0,4.4,1.8,41,64.6,1003.2,1013,10.2,22.15,1.9,26.4,3221,2968,2807,"3,247"
2021-09-13,24.8,20.8,30.3,0,3.9,2.4,49,67.1,1006.4,1016.2,6.1,17.61,6.9,26.9,3247,3221,2968,"3,258"
2021-09-14,24.6,20,29.5,0,5.6,2.6,41,63.3,1005.4,1015.2,10.3,21.88,2.4,27.8,3258,3247,3221,"3,268"
2021-09-15,23.6,19.5,28.9,0,5.9,3.6,44,57.5,1006.2,1016,11.4,22.62,0.6,27,3268,3258,3247,"3,453"
2021-09-16,22.9,18,27.3,0,4.6,2.6,46,61.1,1002.8,1012.6,9.1,20.18,5.1,26.6,3453,3268,3258,"3,165"
2021-09-17,23.5,20.5,28.2,0,5.8,3,45,61.4,999.7,1009.5,6.6,18.05,3.8,27.6,3165,3453,3268,"3,197"
2021-09-18,23.9,18.9,29.8,0,4,1.6,44,65.1,1004.4,1014.2,8.8,19.77,2.3,29.4,3197,3165,3453,"3,422"
2021-09-19,23.7,20.8,27.8,0,3,1.9,49,62.9,1005.6,1015.4,2.8,13.97,6.3,26.8,3422,3197,3165,"3,471"
2021-09-20,23.7,19,28.4,0,6.2,2.7,48,63.6,1000.8,1010.5,10.3,19.86,5.9,29,3471,3422,3197,"3,974"
2021-09-21,22,17.4,26.2,68.1,7.1,2.9,59,85.1,995.1,1004.9,4.3,11.84,8,23.9,3974,3471,3422,"3,267"
2021-09-22,20.2,16.8,24.3,4.5,6.2,2.7,56,79,998.5,1008.4,6.5,14.89,4.1,22,3267,3974,3471,"2,765"
2021-09-23,20.9,16.9,25.9,0,6.5,2.4,48,67.3,1006.6,1016.6,8,18.01,3.4,22.7,2765,3267,3974,"3,152"
2021-09-24,21.8,16.7,26.9,0,3.8,2.2,46,67.5,1012.3,1022.3,9.9,18.34,1.5,23.1,3152,2765,3267,"3,309"
2021-09-25,21.2,18.7,23.1,0,3.5,2.3,66,72.6,1013.1,1023.1,0,7.2,8.6,21.1,3309,3152,2765,"3,292"
2021-09-26,22.6,18.4,27.3,0,3.6,2.3,50,63,1010.4,1020.3,8.3,18.13,6.8,23.9,3292,3309,3152,"3,168"
2021-09-27,21.6,18.7,25,0,3.7,2.4,52,66,1005.8,1015.7,2.2,11.36,8.3,21.6,3168,3292,3309,"3,397"
2021-09-28,21.5,19.6,24.4,1.3,3.7,2.2,54,75.1,1002.6,1012.5,0.7,9.29,9.8,22.5,3397,3168,3292,"2,780"
2021-09-29,20.2,17.8,21.4,13.1,4.4,1.7,87,93.5,997.9,1007.8,0,2.85,7.6,21.1,2780,3397,3168,"2,681"
2021-09-30,20.3,16,25.9,0,3.3,1.5,62,83.9,999.2,1009.1,7.4,17.2,2,22.2,2681,2780,3397,"1,735"
2021-10-01,21.1,16.9,27.5,13.3,10.6,2.4,42,75.8,998.8,1008.6,9.3,18.42,2.9,22.9,1735,2681,2780,"2,406"
2021-10-02,20.7,16.4,26.6,0,3.3,1.6,50,77.1,1003.6,1013.5,8.1,16.92,4,23.2,2406,1735,2681,"2,483"
2021-10-03,22.3,17.1,28.8,0,4.5,1.9,40,69.5,1008.4,1018.3,8.4,17.47,2,22.9,2483,2406,1735,"2,552"
2021-10-04,22.9,19.2,25.6,3.6,6.1,2.9,71,81,1009.2,1019.1,0,2.97,9.5,21.7,2552,2483,2406,"3,055"
2021-10-05,23.6,21.7,26.5,0,6.2,3.3,65,82.4,1010.1,1020,1.5,8.11,8.1,23.2,3055,2552,2483,"2,476"
2021-10-06,18.8,17.9,21.7,6.4,4.3,2.8,83,91.5,1009.5,1019.5,1.2,3.26,9,20.2,2476,3055,2552,"2,673"
2021-10-07,19.4,17.9,21.9,4.6,4,1.9,74,85.5,1006.7,1016.7,0,4.86,9.4,20.6,2673,2476,3055,"2,698"
2021-10-08,18.8,17.5,20,3.5,2.9,1.7,85,91.3,1010.9,1020.9,0,2.8,9.5,19.8,2698,2673,2476,"2,906"
2021-10-09,20.9,18.5,24.1,0.4,3.7,2.3,72,83.5,1011.8,1021.8,1.9,7.05,6.8,20.5,2906,2698,2673,"2,317"
2021-10-10,19.9,14.9,24.3,14.2,4.7,2.2,80,89,1007.9,1017.9,0,3.12,9.8,20.6,2317,2906,2698,"2,580"
2021-10-11,15.2,12.6,17.8,0.3,6,2.2,67,78.6,1011.4,1021.6,1.7,8.47,8.3,18,2580,2317,2906,"2,368"
2021-10-12,17.9,15.8,21.3,0,5.9,3.3,53,67.1,1014.8,1024.9,3,11.55,6.9,18.2,2368,2580,2317,"2,341"
2021-10-13,19.6,14.9,25.2,0,4.1,2.4,52,66.6,1013.5,1023.6,9,17.28,2.1,19.3,2341,2368,2580,"2,322"
2021-10-14,19.7,17.4,23.9,0,4.2,2,54,73.6,1009.2,1019.2,6.1,12.85,5.8,20.9,2322,2341,2368,"2,309"
2021-10-15,19,17,21.4,0,3.8,2.1,58,74.4,1008.2,1018.2,0.7,7.21,9.6,20.1,2309,2322,2341,"2,308"
2021-10-16,10.7,4.2,18.1,0,5.7,3.4,31,47.5,1013,1023.4,1.5,8.78,6.1,13.8,2308,2309,2322,"2,088"
2021-10-17,5.6,1.3,10.8,0,7.1,2.9,25,37.4,1017.7,1028.4,10.3,18.7,0,10.5,2088,2308,2309,"1,210"
2021-10-18,9.6,2.8,16.1,5.6,3.6,2,36,60.4,1012.9,1023.4,4.3,12.08,6.6,11.7,1210,2088,2308,920
2021-10-19,10.9,7.1,15,4.4,5.4,2.4,47,72.8,1009.3,1019.7,6.5,13.34,4,13.9,920,1210,2088,351
2021-10-20,9.5,4.6,15.8,0,3.7,1.7,35,64.9,1011,1021.5,10,16.7,0.3,12.7,351,920,1210,315
2021-10-21,9.8,4.9,16.2,0,3.6,1.7,40,64.1,1009.7,1020.1,4,5.13,3.3,12.2,315,351,920,341
2021-10-22,10.8,5.2,17.2,0,4.9,1.8,33,58.4,1012.2,1022.6,10,16.45,0.8,12.5,341,315,351,342
2021-10-23,11.4,5.7,18.4,0,3.4,1.6,30,57.3,1017.7,1028.1,9.6,16.25,0.3,12.5,342,341,315,437
2021-10-24,11.4,6,18.1,0,3.2,1.7,38,63.1,1015.9,1026.3,9.9,15.97,0.3,12.4,437,342,341,419
2021-10-25,11.7,6.3,17.6,0,3.5,1.9,35,64.5,1012.7,1023.1,7,11.74,0.8,12.7,419,437,342,444
2021-10-26,13,7.7,19,0,3,1.7,48,74.5,1009.9,1020.2,8.6,13.08,3.6,12.9,444,419,437,400
2021-10-27,13.4,9.8,18.1,0,4,2.2,32,63.4,1009.2,1019.5,8.2,14.72,2.5,13.9,400,444,419,669
2021-10-28,12.7,7.1,20,0,3.7,1.4,31,54.6,1013.1,1023.4,9.7,15.58,0,12.7,669,400,444,691
2021-10-29,14.6,10.5,20.6,0,3.7,2,36,55.9,1014.5,1024.8,8.7,14.16,4.6,13.9,691,669,400,765
2021-10-30,13.8,11,18,0,3.1,1.6,48,62.4,1013.5,1023.8,1.6,6.35,6.1,12.9,765,691,669,829
2021-10-31,14.1,9.2,20.3,0.7,3.9,1.6,46,73.3,1013.4,1023.7,7.6,12.25,3.8,14,829,765,691,745
2022-05-04,17.8,10,25.2,0,5.7,2.7,31,43.3,1008.5,1018.6,12.6,27.22,0,23.3,945,721,568,904
2022-05-05,18.9,12.5,25.8,0,4.8,2.2,30,48.1,1008.3,1018.4,12.7,29.35,0.5,26.5,904,945,721,"1,057"
2022-05-06,19.6,13.7,25.6,0,5.1,2.5,40,67.1,1006.1,1016.1,10.3,25.6,5.3,25.6,1057,904,945,"1,033"
2022-05-07,18.4,15.3,23.1,0.5,5.9,3,18,52.4,1006.6,1016.7,6.8,22.57,8.6,23.2,1033,1057,904,"1,067"
2022-05-08,15.3,11.7,18.2,2,5.2,2.8,35,51.8,1008.7,1018.9,0,6.2,9.1,16.2,1067,1033,1057,"1,556"
2022-05-09,17.9,11,25.3,0,4.5,2.2,30,56.4,1007.8,1017.9,12.8,29.25,3.1,23.6,1556,1067,1033,710
2022-05-10,19.9,13.6,26.3,0,4.6,2.2,16,39,1005.7,1015.7,9.5,27.82,7.3,26.7,710,1556,1067,"1,508"
2022-05-11,19.7,16.6,25.2,0,4.4,2.4,35,50.4,1004.7,1014.6,9.8,25.73,6.9,28.2,1508,710,1556,"1,365"
2022-05-12,20.9,14.1,28.1,0,4.8,1.9,32,51.5,1000.7,1010.6,11.4,27.45,3.9,28.5,1365,1508,710,"1,536"
2022-05-13,19.4,15,25.2,0,6.1,2.2,28,45.8,997.5,1007.4,4.8,19.95,5.9,24.2,1536,1365,1508,"1,703"
2022-05-14,15.7,11.9,20,0,6.3,3.3,29,45.5,1001.8,1011.9,10.8,22.58,4.4,22,1703,1536,1365,"1,570"
2022-05-15,16.2,10.5,22.4,0,6.4,3.2,24,39.8,1003.6,1013.7,12.9,30.01,2,24.7,1570,1703,1536,"1,399"
2022-05-16,17.3,10.9,23.7,0,5.9,2.8,36,56.3,1001,1011.1,13.1,28.89,0.5,25.5,1399,1570,1703,"1,411"
2022-05-17,20,13,27.4,0,5.1,2.4,36,60.1,1002.6,1012.5,12.8,27.56,0.3,27.5,1411,1399,1570,"1,614"
2022-05-18,20,15.7,25.4,1.5,6,2.9,39,59.4,1005.5,1015.4,6.4,15.71,4.3,19.6,1614,1411,1399,"1,608"
2022-05-19,19.9,16.1,24.2,0,5.4,3,43,53.6,1006,1016,7.8,20.97,4.9,24.5,1608,1614,1411,"1,588"
2022-05-20,20.6,15.6,25.8,0,5.1,2.3,28,52.8,1003.2,1013.1,10.8,25.74,5,26.6,1588,1608,1614,"1,696"
2022-05-21,20.1,16.1,26,0,5.1,2.5,48,70.8,999.1,1009,9.3,24.88,3.6,27.1,1696,1588,1608,"1,655"
2022-05-22,20.3,15.7,25.8,0,4.6,2.5,52,70.9,997.6,1007.5,9,24.3,3.8,27.6,1655,1696,1588,"1,576"
2022-05-23,23,17.8,30.7,0,4.3,2.3,39,63.5,1001.7,1011.5,10.4,26.01,3,30.2,1576,1655,1696,"1,923"
2022-05-24,22.9,16.7,30.2,0,4.6,2.1,29,56.8,1003.7,1013.5,12.3,28.86,3.4,30.8,1923,1576,1655,"2,288"
2022-05-25,21,16.7,26.7,3.5,5,2.6,36,66.6,998.4,1008.3,8.1,22.59,6.5,28.7,2288,1923,1576,"2,602"
2022-05-26,18.7,14.1,23.5,0,7.6,3.7,29,59.9,993.9,1003.8,11.6,28.88,4.5,24.7,2602,2288,1923,"1,958"
2022-05-27,20,16,25.6,0,6.3,3.3,47,62.5,991.1,1000.9,11.8,28.71,2.4,29.1,1958,2602,2288,"2,369"
2022-05-28,22.3,15,29.3,0,6.8,2.8,29,54.1,995.1,1004.8,12.4,27.49,2.1,27.2,2369,1958,2602,"2,743"
2022-05-29,23.1,19.3,29.7,0,5,2.3,39,66.4,995,1004.7,7,21.5,6,27,2743,2369,1958,"2,412"
2022-05-30,20.8,17.2,24.7,0,4.8,2.5,55,71,992.5,1002.3,0.2,9.8,7.9,23.4,2412,2743,2369,"2,672"
2022-05-31,20.7,14.2,27.2,0,6.6,2.5,19,42.4,997.5,1007.4,12,27.48,1.4,28.1,2672,2412,2743,"2,703"
2022-06-01,22.1,16.2,28.6,0,5.5,2.6,18,41.6,995.8,1005.6,13.5,30.79,0.6,29.4,2703,2672,2412,"2,793"
2022-06-02,21.5,17.1,26.9,0,4.5,2.7,46,67.4,997.3,1007.2,10.4,27.13,3.9,30.6,2793,2703,2672,"2,378"
2022-06-03,24.5,18.7,32.6,0,4.6,2,34,62.8,999.4,1009.2,10.6,27.2,4.1,33.7,2378,2793,2703,"2,338"
2022-06-04,25.6,20.3,29.7,0,2.8,1.7,44,57,999.4,1009.1,6.2,18.22,7,30.4,2338,2378,2793,"2,462"
2022-06-05,22.7,20.2,27,0,4.3,2.3,43,59.8,992.9,1002.6,0.1,8.16,9.1,23.8,2462,2338,2378,"2,819"
2022-06-06,19.7,16.7,24.5,4.3,5.7,3.2,47,69,991.8,1001.6,5.5,21.01,6.9,23.4,2819,2462,2338,"1,590"
2022-06-07,20.6,15.1,25.1,0,5.2,2.7,39,54.5,997.3,1007.2,6.2,17.34,6.4,24.8,1590,2819,2462,"1,857"
2022-06-08,21.2,16.2,25.8,0,3.9,2.3,48,61.6,1001.1,1011,5.1,16.97,6.4,28.5,1857,1590,2819,"2,440"
2022-06-09,20.9,18.5,24.5,2.6,3.5,1.6,56,76.1,1003,1012.8,2.6,10.66,5.5,22.4,2440,1857,1590,"2,192"
2022-06-10,20.9,17.2,26.6,1.2,4.8,1.9,50,75.8,1003.8,1013.7,4.8,15.38,5.6,22.3,2192,2440,1857,"1,848"
2022-06-11,24.6,17.7,32.7,0,4.7,2.2,33,59.6,1002.1,1011.9,10.7,26.54,3.4,27.8,1848,2192,2440,"1,753"
2022-06-12,24.6,18.9,31.5,0,3.8,2.5,36,58.9,1001.9,1011.6,9.3,24.52,5.8,32.4,1753,1848,2192,"1,766"
2022-06-13,23.6,19.6,29.2,18,4.4,2.6,51,68.5,999,1008.8,7.7,20.66,7.5,25,1766,1753,1848,"1,969"
2022-06-14,21.5,17.7,27.1,0,6,4.2,42,56.4,998.4,1008.2,5.7,18.58,7.8,23.1,1969,1766,1753,"1,840"
2022-06-15,17.5,14.9,20.1,18.5,3.7,2.3,71,92.4,996,1006,0,5.62,9.8,18.7,1840,1969,1766,"1,640"
2022-06-16,20.3,17.6,24.8,0.7,4.4,2.3,53,78.4,997.7,1007.6,3.8,13,5.6,21.1,1640,1840,1969,"1,694"
2022-06-17,22.5,16.5,28.1,0,3.7,1.9,56,76.4,997.9,1007.7,3.2,17.86,5.8,23.5,1694,1640,1840,"1,928"
2022-06-18,23.3,22,25.1,0,4,1.7,72,79.6,997.5,1007.3,0,6.07,7.6,23.1,1928,1694,1640,"1,951"
2022-06-19,23.4,22.3,25.1,0,3,1.4,74,81.6,997.6,1007.4,0,5.06,8.6,23.3,1951,1928,1694,"1,727"
2022-06-20,25.2,22,29,0,2.8,1.3,58,76.6,994.8,1004.4,1.8,12.59,6,26.4,1727,1951,1928,"1,801"
2022-06-21,26.5,21.2,32.6,0,4,2,48,72.6,993.9,1003.5,12.6,28.94,3.1,32.3,1801,1727,1951,"2,105"
2022-06-22,25.9,21.9,31,0,4.2,2.1,44,71.1,997.1,1006.7,7.4,22.39,6.1,31.5,2105,1801,1727,"2,001"
2022-06-23,24.3,23.3,26.4,103,6.4,2.8,74,89.1,989.5,999.2,0,3.41,8.9,23.3,2001,2105,1801,"2,226"
2022-06-24,22.6,20.6,24.9,19.1,5.4,3.5,76,90.9,988.1,997.7,1.7,8.5,8.4,23.6,2226,2001,2105,"2,112"
2022-06-25,26,21.5,30.5,0,5.1,2.8,69,80.4,994.1,1003.7,3,17.55,7.5,26.7,2112,2226,2001,"2,379"
